,driver,year,GP,fp1,fp1+,fp2,fp2+,fp3,fp3+,q1,q1+,q2,q2+,q3,q3+,r
1367,Verstappen,2018,Abu Dhabi,98.491,0.0,97.28,0.04400000000001114,97.747,0.570999999999998,97.195,0.4199999999999875,96.144,0.4510000000000076,95.589,0.7950000000000017,3.0
1368,Bottas,2018,Abu Dhabi,99.452,0.9609999999999985,97.23599999999999,0.0,97.93299999999999,0.7569999999999908,96.789,0.013999999999995794,96.392,0.6989999999999981,94.956,0.16200000000000614,5.0
1369,Ricciardo,2018,Abu Dhabi,98.945,0.4539999999999935,97.428,0.19200000000000728,98.09,0.9140000000000015,97.11699999999999,0.34199999999998454,96.964,1.2710000000000008,95.40100000000001,0.6070000000000135,4.0
1370,Hulkenberg,2018,Abu Dhabi,101.023,2.5319999999999965,98.22999999999999,0.9939999999999998,98.85,1.6739999999999924,97.569,0.7939999999999969,96.63,0.9369999999999976,96.542,1.7480000000000047,20.0
1371,Perez,2018,Abu Dhabi,101.075,2.584000000000003,98.806,1.5700000000000074,99.053,1.8769999999999953,97.255,0.47999999999998977,97.541,1.847999999999999,,,8.0
1372,Magnussen,2018,Abu Dhabi,100.235,1.7439999999999998,98.318,1.0820000000000078,99.612,2.435999999999993,97.934,1.1589999999999918,97.309,1.6159999999999997,,,10.0
1373,Sainz,2018,Abu Dhabi,100.588,2.096999999999994,98.511,1.2750000000000057,98.97,1.793999999999997,97.757,0.9819999999999993,96.982,1.2890000000000015,,,6.0
1374,Alonso,2018,Abu Dhabi,102.313,3.8220000000000027,98.725,1.4890000000000043,99.97399999999999,2.7979999999999876,97.89,1.1149999999999949,97.743,2.049999999999997,,,11.0
1375,Ocon,2018,Abu Dhabi,100.102,1.6110000000000042,98.402,1.166000000000011,99.011,1.8349999999999937,96.936,0.16100000000000136,96.814,1.1209999999999951,96.53999999999999,1.7459999999999951,17.0
1376,Leclerc,2018,Abu Dhabi,,,98.831,1.595000000000013,99.282,2.1059999999999945,97.124,0.34899999999998954,96.58,0.8870000000000005,96.237,1.4429999999999978,7.0
1377,Grosjean,2018,Abu Dhabi,100.663,2.171999999999997,98.06,0.8240000000000123,98.304,1.1280000000000001,97.575,0.7999999999999972,96.732,1.0390000000000015,96.19200000000001,1.3980000000000103,9.0
1378,Gasly,2018,Abu Dhabi,100.67099999999999,2.1799999999999926,98.506,1.2700000000000102,99.74000000000001,2.564000000000007,98.166,1.3909999999999911,,,,,16.0
1379,Vandoorne,2018,Abu Dhabi,102.114,3.6230000000000047,99.938,2.7020000000000124,100.233,3.057000000000002,98.577,1.8019999999999925,,,,,14.0
1380,Ericsson,2018,Abu Dhabi,101.928,3.4369999999999976,99.50200000000001,2.2660000000000196,99.997,2.820999999999998,97.619,0.8439999999999941,97.132,1.4390000000000072,,,18.0
1381,Stroll,2018,Abu Dhabi,101.493,3.0019999999999953,100.04599999999999,2.8100000000000023,100.11699999999999,2.9409999999999883,98.682,1.9069999999999965,,,,,13.0
1382,Hartley,2018,Abu Dhabi,101.137,2.646000000000001,98.957,1.7210000000000036,99.074,1.8979999999999961,97.994,1.218999999999994,,,,,12.0
1383,Sirotkin,2018,Abu Dhabi,,,100.935,3.6990000000000123,101.182,4.006,98.63499999999999,1.8599999999999852,,,,,15.0
1384,Hamilton,2019,Australia,83.599,0.0,82.6,0.0,82.292,0.0,82.043,0.02600000000001046,81.014,0.0,80.486,0.0,2.0
1385,Bottas,2019,Australia,83.866,0.2669999999999959,82.648,0.04800000000000182,83.422,1.1299999999999955,82.367,0.3500000000000085,81.193,0.17900000000000205,80.598,0.11199999999999477,1.0
1386,Verstappen,2019,Australia,83.792,0.19299999999999784,83.4,0.8000000000000114,83.481,1.188999999999993,82.876,0.8590000000000089,81.678,0.6640000000000015,81.32,0.833999999999989,3.0
1387,Leclerc,2019,Australia,83.673,0.07399999999999807,83.754,1.1540000000000106,82.749,0.45699999999999363,82.017,0.0,81.739,0.7250000000000085,81.44200000000001,0.9560000000000031,5.0
1388,Vettel,2019,Australia,83.637,0.0379999999999967,83.473,0.8730000000000047,82.556,0.2639999999999958,82.885,0.8680000000000092,81.912,0.8980000000000103,81.19,0.7039999999999935,4.0
1389,Sainz,2019,Australia,85.285,1.6859999999999928,84.133,1.5330000000000013,84.049,1.757000000000005,83.084,1.0670000000000073,,,,,20.0
1390,Gasly,2019,Australia,84.932,1.3329999999999984,83.44200000000001,0.842000000000013,83.367,1.0750000000000028,83.02,1.0030000000000001,,,,,11.0
1391,Albon,2019,Australia,85.23,1.6310000000000002,84.675,2.075000000000003,84.328,2.0360000000000014,82.757,0.7400000000000091,82.636,1.6219999999999999,,,14.0
1392,Ricciardo,2019,Australia,85.634,2.0349999999999966,83.644,1.0440000000000111,83.695,1.4029999999999916,82.92099999999999,0.9039999999999964,82.57,1.5559999999999974,,,19.0
1393,Perez,2019,Australia,85.498,1.899000000000001,84.401,1.801000000000002,84.082,1.789999999999992,82.908,0.8910000000000053,82.532,1.5180000000000007,82.781,2.2950000000000017,13.0
1394,Norris,2019,Australia,85.96600000000001,2.3670000000000044,84.733,2.1330000000000098,84.568,2.2759999999999962,82.702,0.6850000000000023,82.423,1.409000000000006,82.304,1.8179999999999978,12.0
1395,RÃ¤ikkÃ¶nen,2019,Australia,84.816,1.2169999999999987,83.572,0.9720000000000084,84.402,2.1099999999999994,82.96600000000001,0.9490000000000123,82.349,1.335000000000008,82.314,1.8279999999999887,8.0
1396,Kvyat,2019,Australia,84.832,1.2329999999999899,83.93299999999999,1.3329999999999984,83.44200000000001,1.1500000000000057,82.511,0.4939999999999998,82.774,1.7600000000000051,,,10.0
1397,Hulkenberg,2019,Australia,85.015,1.4159999999999968,83.574,0.9740000000000038,83.737,1.4449999999999932,82.53999999999999,0.5229999999999961,82.562,1.5480000000000018,,,7.0
1398,Stroll,2019,Australia,85.288,1.688999999999993,84.011,1.4110000000000014,84.345,2.0529999999999973,83.017,1.0,,,,,9.0
1399,Magnussen,2019,Australia,84.934,1.3349999999999937,83.988,1.3880000000000052,83.334,1.0420000000000016,82.519,0.5020000000000095,82.221,1.2070000000000078,82.099,1.6129999999999995,6.0
1400,Giovinazzi,2019,Australia,85.166,1.566999999999993,84.293,1.693000000000012,83.831,1.5390000000000015,82.431,0.4140000000000015,82.714,1.7000000000000028,,,15.0
1401,Grosjean,2019,Australia,85.224,1.625,83.814,1.2139999999999986,83.112,0.8199999999999932,82.959,0.9420000000000073,81.87,0.8560000000000088,81.826,1.3399999999999892,18.0
1402,Kubica,2019,Australia,87.914,4.314999999999998,86.655,4.055000000000007,86.589,4.296999999999997,86.06700000000001,4.050000000000011,,,,,17.0
1403,Russell,2019,Australia,88.74,5.140999999999991,86.453,3.8530000000000086,85.944,3.652000000000001,84.36,2.3430000000000035,,,,,16.0
1404,Hamilton,2019,Bahrain,91.601,1.2469999999999999,89.449,0.6029999999999944,90.334,0.7650000000000006,89.262,0.7669999999999959,88.578,0.5320000000000107,88.19,0.32399999999999807,1.0
1405,Bottas,2019,Bahrain,91.328,0.9740000000000038,89.557,0.7109999999999985,90.389,0.8199999999999932,89.498,1.0030000000000001,88.83,0.784000000000006,88.256,0.39000000000000057,2.0
1406,Verstappen,2019,Bahrain,91.673,1.3190000000000026,89.725,0.8789999999999907,90.959,1.3900000000000006,89.57900000000001,1.0840000000000032,89.10900000000001,1.0630000000000166,88.752,0.8859999999999957,4.0
1407,Leclerc,2019,Bahrain,90.354,0.0,88.881,0.03499999999999659,89.569,0.0,88.495,0.0,88.04599999999999,0.0,87.866,0.0,3.0
1408,Vettel,2019,Bahrain,90.617,0.26300000000000523,88.846,0.0,89.738,0.16899999999999693,88.733,0.23799999999999955,88.356,0.3100000000000023,88.16,0.29399999999999693,5.0
1409,Sainz,2019,Bahrain,91.952,1.597999999999999,90.19200000000001,1.3460000000000036,90.965,1.3960000000000008,89.52799999999999,1.032999999999987,89.055,1.0090000000000146,88.813,0.9470000000000027,19.0
1410,Gasly,2019,Bahrain,91.815,1.4609999999999985,90.429,1.5829999999999984,91.392,1.8229999999999933,89.9,1.4050000000000011,89.526,1.480000000000004,,,8.0
1411,Albon,2019,Bahrain,92.874,2.519999999999996,90.458,1.6119999999999948,91.679,2.1099999999999994,89.514,1.0189999999999912,89.513,1.467000000000013,,,9.0
1412,Ricciardo,2019,Bahrain,92.40100000000001,2.0470000000000113,90.848,2.0019999999999953,91.643,2.073999999999998,89.85900000000001,1.3640000000000043,89.488,1.4420000000000073,,,18.0
1413,Perez,2019,Bahrain,92.88499999999999,2.5309999999999917,90.71600000000001,1.8700000000000045,91.638,2.0690000000000026,89.893,1.3979999999999961,89.756,1.710000000000008,,,10.0
1414,Norris,2019,Bahrain,92.945,2.590999999999994,90.017,1.1709999999999923,90.955,1.3859999999999957,89.381,0.8859999999999957,89.258,1.2120000000000033,89.043,1.1770000000000067,6.0
1415,RÃ¤ikkÃ¶nen,2019,Bahrain,92.38499999999999,2.0309999999999917,91.088,2.2419999999999902,91.333,1.7639999999999958,89.959,1.4639999999999986,89.471,1.4250000000000114,89.02199999999999,1.1559999999999917,7.0
1416,Kvyat,2019,Bahrain,92.339,1.9849999999999994,90.093,1.2469999999999999,91.173,1.6039999999999992,89.876,1.3810000000000002,89.854,1.808000000000007,,,12.0
1417,Hulkenberg,2019,Bahrain,92.03999999999999,1.6859999999999928,89.669,0.8229999999999933,90.91,1.340999999999994,90.03399999999999,1.5389999999999873,,,,,17.0
1418,Stroll,2019,Bahrain,93.518,3.1640000000000015,91.129,2.2830000000000013,91.618,2.0489999999999924,90.217,1.7219999999999942,,,,,14.0
1419,Magnussen,2019,Bahrain,92.602,2.2480000000000047,90.0,1.1539999999999964,91.53999999999999,1.9709999999999894,89.532,1.036999999999992,89.017,0.9710000000000036,88.757,0.8910000000000053,13.0
1420,Giovinazzi,2019,Bahrain,92.949,2.594999999999999,91.144,2.298000000000002,92.132,2.5630000000000024,90.026,1.5309999999999917,,,,,11.0
1421,Grosjean,2019,Bahrain,92.994,2.6400000000000006,90.068,1.2219999999999942,90.818,1.2489999999999952,89.688,1.1929999999999978,89.249,1.203000000000003,89.015,1.149000000000001,20.0
1422,Kubica,2019,Bahrain,94.253,3.899000000000001,92.932,4.0859999999999985,93.525,3.956000000000003,91.799,3.304000000000002,,,,,16.0
1423,Russell,2019,Bahrain,94.188,3.834000000000003,91.904,3.0579999999999927,93.387,3.817999999999998,91.759,3.263999999999996,,,,,15.0
1424,Hamilton,2019,China,94.118,0.20699999999999363,94.037,0.7070000000000078,93.689,0.8589999999999947,93.11500000000001,0.45700000000000784,91.637,0.0,91.57,0.022999999999996135,1.0
1425,Bottas,2019,China,94.65299999999999,0.7419999999999902,93.33,0.0,92.83,0.0,92.658,0.0,91.72800000000001,0.09100000000000819,91.547,0.0,2.0
1426,Verstappen,2019,China,94.334,0.4230000000000018,93.551,0.22100000000000364,94.447,1.6170000000000044,93.274,0.6159999999999997,92.369,0.7319999999999993,92.089,0.5420000000000016,4.0
1427,Leclerc,2019,China,94.167,0.2560000000000002,94.158,0.828000000000003,93.24799999999999,0.41799999999999216,92.712,0.054000000000002046,92.324,0.6869999999999976,91.865,0.31799999999999784,5.0
1428,Vettel,2019,China,93.911,0.0,93.357,0.027000000000001023,93.22200000000001,0.3920000000000101,93.557,0.8990000000000009,92.232,0.5949999999999989,91.848,0.30100000000000193,3.0
1429,Sainz,2019,China,95.756,1.8449999999999989,94.14099999999999,0.8109999999999928,94.50999999999999,1.6799999999999926,93.686,1.0280000000000058,93.523,1.8859999999999957,,,14.0
1430,Gasly,2019,China,95.428,1.516999999999996,94.455,1.125,95.326,2.495999999999995,93.863,1.2049999999999983,92.94800000000001,1.311000000000007,92.93,1.3830000000000098,6.0
1431,Albon,2019,China,95.695,1.7839999999999918,94.634,1.304000000000002,94.6,1.769999999999996,,,,,,,10.0
1432,Ricciardo,2019,China,95.239,1.328000000000003,94.336,1.0060000000000002,95.142,2.3119999999999976,93.709,1.051000000000002,93.214,1.5769999999999982,92.958,1.4110000000000014,7.0
1433,Perez,2019,China,95.82,1.9089999999999918,94.78399999999999,1.4539999999999935,95.078,2.2480000000000047,94.02600000000001,1.3680000000000092,93.299,1.6620000000000061,,,8.0
1434,Norris,2019,China,95.631,1.7199999999999989,94.29599999999999,0.965999999999994,94.938,2.108000000000004,94.148,1.4899999999999949,93.967,2.3299999999999983,,,18.0
1435,RÃ¤ikkÃ¶nen,2019,China,95.729,1.8179999999999978,94.551,1.2210000000000036,94.24600000000001,1.416000000000011,94.125,1.4669999999999987,93.419,1.7819999999999965,,,9.0
1436,Kvyat,2019,China,95.447,1.5360000000000014,94.694,1.3640000000000043,94.783,1.953000000000003,93.783,1.125,93.23599999999999,1.5989999999999895,,,19.0
1437,Hulkenberg,2019,China,95.59100000000001,1.6800000000000068,94.096,0.7660000000000053,93.97399999999999,1.1439999999999912,93.644,0.9860000000000042,92.968,1.331000000000003,92.962,1.4150000000000063,20.0
1438,Stroll,2019,China,95.46600000000001,1.5550000000000068,94.779,1.448999999999998,95.223,2.3930000000000007,94.292,1.6340000000000003,,,,,12.0
1439,Magnussen,2019,China,95.517,1.6059999999999945,94.788,1.4579999999999984,95.99799999999999,3.167999999999992,94.036,1.3780000000000001,93.15,1.5130000000000052,,,13.0
1440,Giovinazzi,2019,China,,,95.914,2.584000000000003,95.726,2.896000000000001,,,,,,,15.0
1441,Grosjean,2019,China,95.507,1.5960000000000036,95.70400000000001,2.3740000000000094,95.771,2.9410000000000025,93.75200000000001,1.0940000000000083,93.156,1.5190000000000055,,,11.0
1442,Kubica,2019,China,96.84700000000001,2.936000000000007,96.12100000000001,2.791000000000011,96.176,3.3460000000000036,95.281,2.6230000000000047,,,,,17.0
1443,Russell,2019,China,97.619,3.7079999999999984,96.229,2.899000000000001,96.124,3.293999999999997,95.253,2.594999999999999,,,,,16.0
1444,Hamilton,2019,Azerbaijan,,,103.541,0.6689999999999969,103.176,1.5720000000000027,101.614,0.27899999999999636,101.58,0.19199999999999307,100.554,0.0589999999999975,2.0
1445,Bottas,2019,Azerbaijan,,,104.003,1.1310000000000002,103.064,1.4599999999999937,102.02600000000001,0.6910000000000025,101.5,0.11199999999999477,100.495,0.0,1.0
1446,Verstappen,2019,Azerbaijan,,,103.793,0.9210000000000065,102.852,1.2480000000000047,101.727,0.3919999999999959,101.388,0.0,101.069,0.5739999999999981,4.0
1447,Leclerc,2019,Azerbaijan,107.497,0.0,102.872,0.0,101.604,0.0,101.426,0.09099999999999397,101.995,0.6069999999999993,,,5.0
1448,Vettel,2019,Azerbaijan,109.598,2.100999999999999,103.196,0.32399999999999807,101.80199999999999,0.1979999999999933,102.042,0.7069999999999936,101.88900000000001,0.5010000000000048,100.797,0.3019999999999925,3.0
1449,Sainz,2019,Azerbaijan,,,104.18299999999999,1.3109999999999928,103.97800000000001,2.3740000000000094,101.936,0.6009999999999991,102.398,1.009999999999991,,,7.0
1450,Gasly,2019,Azerbaijan,,,104.24000000000001,1.3680000000000092,107.836,6.231999999999999,101.33500000000001,0.0,,,,,17.0
1451,Albon,2019,Azerbaijan,,,104.21600000000001,1.3440000000000083,103.3,1.695999999999998,102.154,0.8189999999999884,102.494,1.1059999999999945,,,11.0
1452,Ricciardo,2019,Azerbaijan,,,105.483,2.611000000000004,103.561,1.9570000000000078,102.48599999999999,1.150999999999982,102.477,1.0889999999999986,,,20.0
1453,Perez,2019,Azerbaijan,,,105.436,2.564000000000007,103.43,1.8260000000000076,102.249,0.9139999999999873,101.87,0.4819999999999993,101.593,1.097999999999999,6.0
1454,Norris,2019,Azerbaijan,,,104.295,1.4230000000000018,103.924,2.3200000000000074,102.37100000000001,1.0360000000000014,102.084,0.695999999999998,101.886,1.3909999999999911,8.0
1455,RÃ¤ikkÃ¶nen,2019,Azerbaijan,,,105.482,2.6099999999999994,103.537,1.933000000000007,102.059,0.7239999999999895,102.082,0.6939999999999884,103.068,2.5729999999999933,10.0
1456,Kvyat,2019,Azerbaijan,,,104.17699999999999,1.3049999999999926,103.223,1.6189999999999998,102.324,0.9889999999999901,102.221,0.8329999999999984,101.681,1.1859999999999928,19.0
1457,Hulkenberg,2019,Azerbaijan,,,106.717,3.844999999999999,104.043,2.439000000000007,103.42699999999999,2.0919999999999845,,,,,14.0
1458,Stroll,2019,Azerbaijan,,,107.875,5.003,104.039,2.4350000000000023,102.63,1.2949999999999875,,,,,9.0
1459,Magnussen,2019,Azerbaijan,,,104.90100000000001,2.0290000000000106,103.294,1.6899999999999977,102.382,1.046999999999997,102.699,1.3109999999999928,,,13.0
1460,Giovinazzi,2019,Azerbaijan,,,105.366,2.4939999999999998,103.637,2.0330000000000013,102.14,0.8049999999999926,102.381,0.992999999999995,102.424,1.929000000000002,12.0
1461,Grosjean,2019,Azerbaijan,,,105.618,2.745999999999995,104.374,2.769999999999996,103.407,2.0719999999999885,,,,,18.0
1462,Kubica,2019,Azerbaijan,,,108.11099999999999,5.23899999999999,106.0,4.396000000000001,105.455,4.11999999999999,,,,,16.0
1463,Russell,2019,Azerbaijan,,,,,106.28999999999999,4.685999999999993,105.062,3.7269999999999897,,,,,15.0
1464,Hamilton,2019,Spain,78.575,0.6240000000000094,77.333,0.049000000000006594,76.568,0.0,77.292,0.3130000000000024,76.038,0.11399999999999011,76.03999999999999,0.6339999999999861,1.0
1465,Bottas,2019,Spain,77.951,0.0,77.28399999999999,0.0,77.123,0.5550000000000068,76.979,0.0,75.924,0.0,75.406,0.0,2.0
1466,Verstappen,2019,Spain,79.844,1.8930000000000007,78.035,0.7510000000000048,77.55799999999999,0.9899999999999949,77.244,0.26500000000000057,76.726,0.8019999999999925,76.357,0.9509999999999934,3.0
1467,Leclerc,2019,Spain,78.172,0.22100000000000364,77.58500000000001,0.30100000000001614,77.099,0.5310000000000059,77.388,0.409000000000006,76.714,0.789999999999992,76.588,1.181999999999988,5.0
1468,Vettel,2019,Spain,78.066,0.1150000000000091,77.673,0.38900000000001,77.172,0.6039999999999992,77.425,0.44599999999999795,76.667,0.742999999999995,76.27199999999999,0.8659999999999854,4.0
1469,Sainz,2019,Spain,79.155,1.2040000000000077,78.658,1.3740000000000094,78.003,1.4350000000000023,77.76,0.7810000000000059,77.599,1.6749999999999972,,,8.0
1470,Gasly,2019,Spain,79.285,1.3340000000000032,78.238,0.9540000000000077,78.693,2.125,77.862,0.8829999999999956,76.932,1.0079999999999956,76.708,1.3019999999999925,6.0
1471,Albon,2019,Spain,80.03,2.0790000000000077,78.779,1.4950000000000045,77.864,1.2960000000000065,77.79599999999999,0.8169999999999931,77.445,1.5209999999999866,,,11.0
1472,Ricciardo,2019,Spain,79.511,1.5600000000000023,78.934,1.6500000000000057,78.974,2.406000000000006,78.385,1.406000000000006,77.299,1.375,78.106,2.6999999999999886,12.0
1473,Perez,2019,Spain,80.459,2.5080000000000098,79.44800000000001,2.1640000000000157,78.656,2.088000000000008,78.286,1.3070000000000022,77.886,1.961999999999989,,,15.0
1474,Norris,2019,Spain,80.066,2.115000000000009,79.041,1.757000000000005,79.007,2.439000000000007,77.611,0.632000000000005,77.338,1.4139999999999873,,,20.0
1475,RÃ¤ikkÃ¶nen,2019,Spain,80.59100000000001,2.640000000000015,78.727,1.443000000000012,77.969,1.4009999999999962,78.132,1.1530000000000058,77.788,1.86399999999999,,,14.0
1476,Kvyat,2019,Spain,79.364,1.413000000000011,78.72200000000001,1.4380000000000166,78.105,1.5370000000000061,77.914,0.9350000000000023,77.243,1.3189999999999884,77.57300000000001,2.1670000000000016,9.0
1477,Hulkenberg,2019,Spain,79.45,1.4990000000000094,78.861,1.5770000000000124,78.35,1.7819999999999965,78.404,1.4249999999999972,,,,,13.0
1478,Stroll,2019,Spain,79.855,1.9040000000000106,78.839,1.5550000000000068,78.73400000000001,2.166000000000011,78.471,1.4920000000000044,,,,,19.0
1479,Magnussen,2019,Spain,79.18,1.2290000000000134,78.355,1.0710000000000122,77.53,0.9620000000000033,77.669,0.6899999999999977,77.27199999999999,1.3479999999999848,76.922,1.5159999999999911,7.0
1480,Giovinazzi,2019,Spain,80.021,2.0700000000000074,79.42699999999999,2.1430000000000007,78.74,2.171999999999997,78.664,1.6850000000000023,,,,,16.0
1481,Grosjean,2019,Spain,78.943,0.9920000000000044,78.15299999999999,0.8689999999999998,77.19200000000001,0.6240000000000094,78.042,1.0630000000000024,77.066,1.141999999999996,76.911,1.5049999999999955,10.0
1482,Kubica,2019,Spain,80.889,2.9380000000000024,80.781,3.497000000000014,80.57,4.001999999999995,80.254,3.2750000000000057,,,,,18.0
1483,Russell,2019,Spain,80.99,3.0390000000000015,80.191,2.9070000000000107,79.42099999999999,2.8529999999999944,79.072,2.0930000000000035,,,,,17.0
1484,Hamilton,2019,Monaco,72.106,0.0,71.118,0.0,71.478,0.21299999999999386,71.542,0.10800000000000409,70.83500000000001,0.21700000000001296,70.166,0.0,1.0
1485,Bottas,2019,Monaco,72.178,0.07200000000000273,71.199,0.08100000000000307,71.318,0.05299999999999727,71.562,0.1280000000000001,70.701,0.08299999999999841,70.252,0.08599999999999852,3.0
1486,Verstappen,2019,Monaco,72.16499999999999,0.0589999999999975,72.05199999999999,0.9339999999999975,71.539,0.2740000000000009,71.597,0.1629999999999967,70.618,0.0,70.641,0.4750000000000085,4.0
1487,Leclerc,2019,Monaco,72.467,0.3610000000000042,72.35,1.2319999999999993,71.265,0.0,72.149,0.7150000000000034,,,,,20.0
1488,Vettel,2019,Monaco,72.82300000000001,0.717000000000013,71.881,0.7630000000000052,72.583,1.3179999999999978,71.434,0.0,71.227,0.6090000000000089,70.947,0.7810000000000059,2.0
1489,Sainz,2019,Monaco,120.67,48.56400000000001,72.419,1.301000000000002,72.862,1.5969999999999942,71.872,0.4380000000000024,71.608,0.9900000000000091,71.417,1.2510000000000048,6.0
1490,Gasly,2019,Monaco,73.17,1.0640000000000072,71.938,0.8200000000000074,71.738,0.472999999999999,71.74,0.3059999999999974,71.457,0.8389999999999986,71.041,0.875,5.0
1491,Albon,2019,Monaco,73.827,1.7210000000000036,72.031,0.9130000000000109,72.338,1.0729999999999933,72.007,0.5730000000000075,71.429,0.811000000000007,71.653,1.487000000000009,8.0
1492,Ricciardo,2019,Monaco,73.413,1.3070000000000022,72.888,1.7700000000000102,72.519,1.2540000000000049,71.767,0.3329999999999984,71.543,0.9250000000000114,71.218,1.0520000000000067,9.0
1493,Perez,2019,Monaco,74.566,2.460000000000008,72.752,1.6340000000000003,73.232,1.9669999999999987,72.233,0.7990000000000066,,,,,12.0
1494,Norris,2019,Monaco,74.278,2.1720000000000113,72.393,1.2750000000000057,72.914,1.649000000000001,71.845,0.41100000000000136,71.724,1.1060000000000088,,,11.0
1495,RÃ¤ikkÃ¶nen,2019,Monaco,73.363,1.257000000000005,72.342,1.2240000000000038,72.30799999999999,1.0429999999999922,71.993,0.5589999999999975,72.115,1.4969999999999999,,,17.0
1496,Kvyat,2019,Monaco,73.731,1.625,72.577,1.4590000000000032,72.194,0.929000000000002,71.602,0.16800000000000637,71.412,0.7940000000000111,71.271,1.105000000000004,7.0
1497,Hulkenberg,2019,Monaco,73.227,1.1210000000000093,72.872,1.7540000000000049,72.489,1.2240000000000038,72.097,0.6629999999999967,71.67,1.0520000000000067,,,13.0
1498,Stroll,2019,Monaco,76.135,4.029000000000011,74.55799999999999,3.4399999999999977,73.622,2.3569999999999993,72.846,1.4120000000000061,,,,,16.0
1499,Magnussen,2019,Monaco,73.232,1.1260000000000048,72.174,1.0560000000000116,72.27,1.0049999999999955,71.865,0.4309999999999974,71.363,0.7450000000000045,71.109,0.9429999999999978,14.0
1500,Giovinazzi,2019,Monaco,73.437,1.331000000000003,72.239,1.1210000000000093,72.17,0.9050000000000011,71.976,0.5420000000000016,72.185,1.5670000000000073,,,19.0
1501,Grosjean,2019,Monaco,73.379,1.2730000000000103,72.392,1.274000000000001,72.566,1.301000000000002,71.837,0.4030000000000058,72.027,1.409000000000006,,,10.0
1502,Kubica,2019,Monaco,75.514,3.4080000000000013,75.146,4.028000000000006,74.086,2.820999999999998,73.751,2.3170000000000073,,,,,18.0
1503,Russell,2019,Monaco,75.115,3.0090000000000003,75.05199999999999,3.9339999999999975,74.305,3.0400000000000063,73.477,2.0430000000000064,,,,,15.0
1504,Hamilton,2019,Canada,72.767,0.0,72.938,0.7610000000000099,71.236,0.3930000000000007,71.518,0.31799999999999784,71.01,0.0,70.446,0.20600000000000307,1.0
1505,Bottas,2019,Canada,72.914,0.14700000000000557,72.311,0.13400000000001455,71.531,0.6880000000000024,71.229,0.028999999999996362,71.095,0.08499999999999375,71.101,0.8610000000000042,4.0
1506,Verstappen,2019,Canada,73.755,0.9879999999999995,73.388,1.2110000000000127,71.842,0.9989999999999952,71.619,0.41899999999999693,71.8,0.789999999999992,,,5.0
1507,Leclerc,2019,Canada,73.72,0.953000000000003,72.17699999999999,0.0,70.982,0.1389999999999958,71.214,0.013999999999995794,71.205,0.19499999999999318,70.92,0.6800000000000068,3.0
1508,Vettel,2019,Canada,73.905,1.1380000000000052,72.251,0.07400000000001228,70.843,0.0,71.2,0.0,71.142,0.1319999999999908,70.24,0.0,2.0
1509,Sainz,2019,Canada,73.973,1.206000000000003,72.553,0.3760000000000048,72.399,1.5559999999999974,71.75,0.5499999999999972,71.572,0.5619999999999976,73.981,3.7409999999999997,11.0
1510,Gasly,2019,Canada,74.57,1.8029999999999973,73.345,1.1680000000000064,71.914,1.070999999999998,72.023,0.8229999999999933,71.196,0.18599999999999284,71.07900000000001,0.8390000000000128,8.0
1511,Albon,2019,Canada,74.703,1.936000000000007,73.436,1.2590000000000146,72.423,1.5799999999999983,72.02,0.8199999999999932,72.193,1.1829999999999927,,,19.0
1512,Ricciardo,2019,Canada,74.123,1.3560000000000088,73.016,0.8390000000000128,72.045,1.2019999999999982,71.837,0.6370000000000005,71.532,0.5219999999999914,71.071,0.8310000000000031,6.0
1513,Perez,2019,Canada,74.172,1.4050000000000011,73.003,0.8260000000000076,72.175,1.3319999999999936,72.197,0.9969999999999999,,,,,12.0
1514,Norris,2019,Canada,74.246,1.4789999999999992,73.249,1.0720000000000027,72.154,1.3109999999999928,71.78,0.5799999999999983,71.735,0.7249999999999943,71.863,1.6230000000000047,20.0
1515,RÃ¤ikkÃ¶nen,2019,Canada,73.945,1.1779999999999973,73.542,1.365000000000009,72.708,1.8649999999999949,72.23,1.0300000000000011,,,,,15.0
1516,Kvyat,2019,Canada,75.343,2.5760000000000076,73.521,1.3440000000000083,72.298,1.4549999999999983,71.965,0.7650000000000006,71.92099999999999,0.9109999999999872,,,10.0
1517,Hulkenberg,2019,Canada,74.474,1.7070000000000078,73.168,0.9910000000000139,72.305,1.4620000000000033,71.72,0.519999999999996,71.553,0.5429999999999922,71.324,1.0840000000000032,7.0
1518,Stroll,2019,Canada,74.812,2.0450000000000017,73.17099999999999,0.9939999999999998,,,72.266,1.0660000000000025,,,,,9.0
1519,Magnussen,2019,Canada,74.202,1.4350000000000023,72.935,0.7580000000000098,72.337,1.4939999999999998,72.107,0.9069999999999965,71.786,0.7759999999999962,,,17.0
1520,Giovinazzi,2019,Canada,74.582,1.8149999999999977,74.87,2.693000000000012,72.627,1.7839999999999918,72.122,0.921999999999997,72.136,1.1259999999999906,,,13.0
1521,Grosjean,2019,Canada,74.645,1.8780000000000001,73.598,1.4210000000000065,73.197,2.353999999999999,72.109,0.9089999999999918,,,,,14.0
1522,Kubica,2019,Canada,,,75.287,3.1100000000000136,74.426,3.5829999999999984,74.393,3.192999999999998,,,,,18.0
1523,Russell,2019,Canada,75.989,3.2220000000000084,75.036,2.859000000000009,73.966,3.1229999999999905,73.617,2.4170000000000016,,,,,16.0
